anime_id,name,episodes,aired,image_url,genres,type
570,ARIA The ORIGINATION,13,"Jan 8, 2008 to Apr 1, 2008",https://cdn.myanimelist.net/images/anime/1394/129606.jpg,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV
243,劇場版 空の境界 the Garden of sinners 第五章『矛盾螺旋』,1,"Aug 16, 2008",https://cdn.myanimelist.net/images/anime/1574/112838.jpg,"Action, Mystery, Supernatural, Drama, Romance, Thriller",Movie
414,機動戦士ガンダム00,25,"Oct 6, 2007 to Mar 29, 2008",https://cdn.myanimelist.net/images/anime/3/13200.jpg,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV
188,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,24,"Oct 3, 2008 to Mar 27, 2009",https://cdn.myanimelist.net/images/anime/1299/110774.jpg,"Slice of Life, Comedy, Supernatural, Drama, Romance",TV
201,ヱヴァンゲリヲン新劇場版:破,1,"Jul 27, 2009",https://cdn.myanimelist.net/images/anime/5/74983.jpg,"Action, Sci-Fi, Psychological, Drama, Mecha",Movie
674,銀河英雄伝説,110,"Jan 8, 1988 to Mar 17, 1997",https://cdn.myanimelist.net/images/anime/13/13225.jpg,"Military, Sci-Fi, Space, Drama",OVA
518,劇場版 カードキャプターさくら 封印されたカード,1,"Jul 15, 2000",https://cdn.myanimelist.net/images/anime/1652/90326.jpg,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie
1519,銀魂°,51,"Apr 8, 2015 to Mar 30, 2016",https://cdn.myanimelist.net/images/anime/3/72078.jpg,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV
506,ARIA The NATURAL,26,"Apr 3, 2006 to Sep 25, 2006",https://cdn.myanimelist.net/images/anime/2/77621.jpg,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV
217,巌窟王,24,"Oct 6, 2004 to Mar 30, 2005",https://cdn.myanimelist.net/images/anime/10/2235.jpg,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV
1537,銀魂' 延長戦,13,"Oct 4, 2012 to Mar 28, 2013",https://cdn.myanimelist.net/images/anime/1452/123686.jpg,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV
464,機動戦士ガンダム00 セカンドシーズン,25,"Oct 5, 2008 to Mar 29, 2009",https://cdn.myanimelist.net/images/anime/9/12782.jpg,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV
25,ひぐらしのなく頃に解,24,"Jul 6, 2007 to Dec 18, 2007",https://cdn.myanimelist.net/images/anime/12/14114.jpg,"Mystery, Psychological, Supernatural, Thriller",TV
20,鋼の錬金術師 FULLMETAL ALCHEMIST,64,"Apr 5, 2009 to Jul 4, 2010",https://cdn.myanimelist.net/images/anime/1208/94745.jpg,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",TV
598,人類は衰退しました,12,"Jul 2, 2012 to Sep 17, 2012",https://cdn.myanimelist.net/images/anime/12/50345.jpg,"Comedy, Fantasy, Seinen",TV
362,ef - a tale of memories.,12,"Oct 7, 2007 to Dec 23, 2007",https://cdn.myanimelist.net/images/anime/1246/107820.jpg,"Mystery, Drama, Romance",TV
317,カードキャプターさくら,70,"Apr 7, 1998 to Mar 21, 2000",https://cdn.myanimelist.net/images/anime/8/60781.jpg,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV
1398,ガールズ&パンツァー 劇場版,1,"Nov 21, 2015",https://cdn.myanimelist.net/images/anime/1776/91467.jpg,"Military, School, Sports",Movie
241,劇場版 空の境界 the Garden of sinners 第三章『痛覚残留』,1,"Feb 9, 2008",https://cdn.myanimelist.net/images/anime/4/21735.jpg,"Action, Mystery, Supernatural, Drama, Thriller",Movie
973,〈物語〉シリーズ セカンドシーズン,26,"Jul 7, 2013 to Dec 29, 2013",https://cdn.myanimelist.net/images/anime/1807/121534.jpg,"Mystery, Comedy, Supernatural, Romance, Vampire",TV
299,機動戦士ガンダムSEED,50,"Oct 5, 2002 to Sep 27, 2003",https://cdn.myanimelist.net/images/anime/1792/91081.jpg,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV
245,劇場版 空の境界 the Garden of sinners 第七章『殺人考察（後）』,1,"Aug 8, 2009",https://cdn.myanimelist.net/images/anime/9/56619.jpg,"Action, Mystery, Supernatural, Romance, Thriller",Movie
98,頭文字〈イニシャル〉D FOURTH STAGE,24,"Apr 17, 2004 to Feb 18, 2006",https://cdn.myanimelist.net/images/anime/9/10521.jpg,"Action, Cars, Sports, Drama, Seinen",TV
209,フェイト/ゼロ 2ndシーズン,12,"Apr 8, 2012 to Jun 24, 2012",https://cdn.myanimelist.net/images/anime/1522/117645.jpg,"Action, Supernatural, Magic, Fantasy",TV
55,STEINS GATE,24,"Apr 6, 2011 to Sep 14, 2011",https://cdn.myanimelist.net/images/anime/1935/127974.jpg,"Thriller, Sci-Fi",TV
56,涼宮ハルヒの消失,1,"Feb 6, 2010",https://cdn.myanimelist.net/images/anime/1248/112352.jpg,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",Movie
1536,銀魂',51,"Apr 4, 2011 to Mar 26, 2012",https://cdn.myanimelist.net/images/anime/4/50361.jpg,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",TV
823,進撃の巨人 Season3 Part.2,10,"Apr 29, 2019 to Jul 1, 2019",https://cdn.myanimelist.net/images/anime/1517/100633.jpg,"Action, Drama, Fantasy, Military, Mystery, Shounen, Super Power",TV
3,バッカーノ！,13,"Jul 27, 2007 to Nov 2, 2007",https://cdn.myanimelist.net/images/anime/3/14547.jpg,"Action, Comedy, Historical, Mystery, Supernatural",TV
286,狼と香辛料II,12,"Jul 9, 2009 to Sep 24, 2009",https://cdn.myanimelist.net/images/anime/6/59399.jpg,"Adventure, Historical, Romance, Fantasy",TV
1259,機動戦士ガンダム 第08MS小隊,12,"Jan 25, 1996 to Jul 25, 1999",https://cdn.myanimelist.net/images/anime/9/75618.jpg,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA
966,傷物語〈Ⅲ冷血篇〉,1,"Jan 6, 2017",https://cdn.myanimelist.net/images/anime/1084/112813.jpg,"Action, Mystery, Supernatural, Vampire",Movie
1281,クロスゲーム,50,"Apr 5, 2009 to Mar 28, 2010",https://cdn.myanimelist.net/images/anime/6/22103.jpg,"Comedy, Drama, Romance, School, Shounen, Sports",TV
208,フェイト/ゼロ,13,"Oct 2, 2011 to Dec 25, 2011",https://cdn.myanimelist.net/images/anime/1887/117644.jpg,"Action, Supernatural, Magic, Fantasy",TV
459,はじめの一歩 新シリーズ,26,"Jan 7, 2009 to Jul 1, 2009",https://cdn.myanimelist.net/images/anime/8/56617.jpg,"Comedy, Sports, Drama, Shounen",TV
503,3月のライオン 第2シリーズ,22,"Oct 14, 2017 to Mar 31, 2018",https://cdn.myanimelist.net/images/anime/3/88469.jpg,"Drama, Game, Seinen, Slice of Life",TV
263,マクロスF（フロンティア）,25,"Apr 4, 2008 to Sep 26, 2008",https://cdn.myanimelist.net/images/anime/9/15648.jpg,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",TV
1349,境界線上のホライゾンII,13,"Jul 8, 2012 to Sep 30, 2012",https://cdn.myanimelist.net/images/anime/6/38227.jpg,"Action, Fantasy, Sci-Fi",TV
1368,宇宙戦艦ヤマト2199,26,"May 25, 2012 to Oct 25, 2013",https://cdn.myanimelist.net/images/anime/2/36607.jpg,"Action, Military, Sci-Fi, Space, Drama",OVA
424,伝説の勇者の伝説,24,"Jul 2, 2010 to Dec 17, 2010",https://cdn.myanimelist.net/images/anime/8/73651.jpg,"Action, Adventure, Magic, Fantasy, Shounen",TV
356,コードギアス 反逆のルルーシュ 続編,25,"Apr 6, 2008 to Sep 28, 2008",https://cdn.myanimelist.net/images/anime/1088/135089.jpg,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",TV
350,HELLSING OVA,10,"Feb 10, 2006 to Dec 26, 2012",https://cdn.myanimelist.net/images/anime/6/7333.jpg,"Action, Military, Horror, Supernatural, Vampire, Seinen",OVA
685,カイバ,12,"Apr 11, 2008 to Jul 25, 2008",https://cdn.myanimelist.net/images/anime/7/13193.jpg,"Adventure, Mystery, Romance, Sci-Fi",TV
868,Fate/stay night [Unlimited Blade Works] プロローグ,1,"Oct 5, 2014",https://cdn.myanimelist.net/images/anime/9/67425.jpg,"Action, Fantasy, Magic, Supernatural",Special
517,劇場版 カードキャプターさくら,1,"Aug 21, 1999",https://cdn.myanimelist.net/images/anime/1733/90336.jpg,"Comedy, Drama, Magic, Fantasy, Shoujo",Movie
252,君の名は。,1,"Aug 26, 2016",https://cdn.myanimelist.net/images/anime/5/87048.jpg,"Romance, Supernatural, School, Drama",Movie
181,BLACK LAGOON The Second Barrage,12,"Oct 3, 2006 to Dec 19, 2006",https://cdn.myanimelist.net/images/anime/3/83748.jpg,"Action, Seinen",TV
1265,機動戦士ガンダムUC（ユニコーン）,7,"Mar 12, 2010 to Jun 6, 2014",https://cdn.myanimelist.net/images/anime/12/50459.jpg,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA
1221,ベルサイユのばら,40,"Oct 10, 1979 to Sep 3, 1980",https://cdn.myanimelist.net/images/anime/9/57043.jpg,"Military, Historical, Drama, Romance, Shoujo",TV
28,ハウルの動く城,1,"Nov 20, 2004",https://cdn.myanimelist.net/images/anime/5/75810.jpg,"Adventure, Drama, Fantasy, Romance",Movie
